,val_loss,val_acc,loss,acc
0,0.6810052540096535,0.5862944162436549,0.6936349096010678,0.5191582914572864
1,0.685487080787875,0.5244845360824743,0.6812258928713172,0.5514520202020202
2,0.6413603300975664,0.6129441624365483,0.6684499541718756,0.5813442211055276
3,0.6248034914744269,0.6282216494845361,0.6555019457532902,0.6070075757575758
4,0.6223075462476856,0.6510152284263959,0.6349061413026934,0.6331658291457286
5,0.607507078917985,0.6643041237113402,0.6138606745787342,0.6685606060606061
6,0.5788845746650308,0.6941624365482234,0.6038726827110907,0.6736111111111112
7,0.5654657722748432,0.6971649484536082,0.6011143949762661,0.6749371859296482
8,0.5382228665745136,0.7055412371134021,0.5842697502988757,0.6843434343434344
9,0.5540167559221917,0.6967005076142132,0.5740508871461878,0.6928391959798995
10,0.5628142979034444,0.6952319587628866,0.5748161176840464,0.6897095959595959
11,0.5386340273213266,0.7151015228426396,0.5667725775880043,0.7051767676767676
12,0.5032217441145906,0.7384020618556701,0.5584272664396008,0.7113693467336684
13,0.5679590962259903,0.6928934010152284,0.5580940421181496,0.7152777777777778
14,0.4943788653796481,0.75,0.5474588378290435,0.7201633165829145
15,0.6061866753494617,0.6643041237113402,0.5442969946548192,0.7215909090909091
16,0.5381891255451338,0.708756345177665,0.5532796815711649,0.722675879396985
17,0.5434138716496143,0.7158505154639175,0.5353082698402982,0.7291666666666666
18,0.49333812984718284,0.7480964467005076,0.5297220975461633,0.7272727272727273
19,0.5115277655038637,0.7416237113402062,0.5238162403430172,0.7330402010050251
20,0.4987621131887291,0.7379441624365483,0.5213306505571712,0.7370580808080808
21,0.5216750625482539,0.7345360824742269,0.5152015134916833,0.7352386934673367
22,0.49341993949134944,0.7461928934010152,0.5130750247173839,0.7433712121212122
23,0.5146505457838786,0.7364690721649485,0.5235454805872657,0.7424242424242424
24,0.49505093386492777,0.7603092783505154,0.5079947829845562,0.7518844221105527
25,0.4621602065369562,0.7836294416243654,0.5015574991703033,0.7556818181818182
26,0.49395134553466874,0.7474226804123711,0.4942805767059326,0.7594221105527639
27,0.49122452403083067,0.7392131979695431,0.49599545321079214,0.7623106060606061
28,0.4824350952487631,0.7661082474226805,0.4833172717780778,0.7686237373737373
29,0.45679957733541576,0.7899746192893401,0.48293138179347744,0.7682160804020101
30,0.47350055163668603,0.7764175257731959,0.47578967219651347,0.7705176767676768
31,0.5087546300642269,0.75,0.47624264949530215,0.7719849246231156
32,0.4682922372358099,0.7766497461928934,0.48307447903084033,0.7664141414141414
33,0.49433621672010913,0.7680412371134021,0.4791176840288555,0.7631909547738693
34,0.47720374673756244,0.7734771573604061,0.4830207186515885,0.7689393939393939
35,0.457585859237258,0.7809278350515464,0.47120176767460026,0.771780303030303
36,0.5578017265058411,0.7296954314720813,0.46818227459437883,0.7763819095477387
37,0.5309826052680457,0.7461340206185567,0.4531810793912772,0.7840909090909091
38,0.5587095627324835,0.7138324873096447,0.4582668006719656,0.7779522613065326
39,0.48658893802731307,0.7673969072164949,0.4489986739977442,0.788510101010101
40,0.4542144265064259,0.7893041237113402,0.45601447107213916,0.7878787878787878
41,0.4484094856354186,0.7829949238578681,0.45038440628866455,0.7864321608040201
42,0.4719673459677352,0.7661082474226805,0.46092526388890814,0.771780303030303
43,0.5028553193595808,0.7531725888324873,0.43681758103059165,0.7914572864321608
44,0.4276426652657617,0.8009020618556701,0.4493044258067102,0.7818813131313131
45,0.4477506349534553,0.7969543147208121,0.4461113145255079,0.7910353535353535
46,0.4661690846239169,0.7951030927835051,0.4305289804036893,0.8024497487437185
47,0.48020540438976483,0.770618556701031,0.4394223541773931,0.795770202020202
48,0.46415207652271095,0.7779187817258884,0.4319459745033303,0.7971105527638191
49,0.4730726841491522,0.7860824742268041,0.44141091677275573,0.7932449494949495
50,0.46340737109862,0.7848984771573604,0.42764550297703574,0.8065326633165829
51,0.4732887448416543,0.7822164948453608,0.4256647483567999,0.8014520202020202
52,0.4603656354894493,0.7880710659898477,0.41735617078915993,0.8061868686868687
53,0.5052887014660639,0.7512886597938144,0.4330319533096486,0.7914572864321608
54,0.4595854754375322,0.7906091370558376,0.4213796185724663,0.797979797979798
55,0.4525289365004018,0.791881443298969,0.41934167724757937,0.8081030150753769
56,0.41488806811190143,0.8086340206185567,0.4096434193127083,0.8074494949494949
57,0.4466133290135921,0.7848984771573604,0.40058547845392517,0.8162878787878788
58,0.42185306195745764,0.8118556701030928,0.3956710944822685,0.8168969849246231
59,0.47087405266495524,0.7690355329949239,0.40767657275151725,0.8169191919191919
60,0.4151163800168283,0.8195876288659794,0.39891242951004946,0.8175251256281407
