,val_loss,val_acc,loss,acc
0,0.6893176066875458,0.5025,0.6952102363109589,0.5103125
1,0.6809652638435364,0.56,0.6921100383996963,0.5121875
2,0.6836941003799438,0.52625,0.682929949760437,0.5478125
3,0.6734539866447449,0.55625,0.6754741328954696,0.5678125
4,0.6362297761440278,0.6425,0.6602419710159302,0.6034375
5,0.6318918561935425,0.6625,0.6523912811279297,0.620625
6,0.6208520865440369,0.6775,0.6336005085706711,0.62875
7,0.5842709332704544,0.7325,0.6161032584309578,0.664375
8,0.6984428852796555,0.6,0.5906968736648559,0.6859375
9,0.5197723352909088,0.75125,0.5867776995897294,0.691875
10,0.554945678114891,0.73875,0.5728663975000381,0.705625
11,0.5108920139074326,0.74625,0.551041516661644,0.71875
12,0.47348800122737883,0.76625,0.542689109146595,0.72125
13,0.44818605661392213,0.80375,0.5451174193620681,0.7209375
14,0.4318917864561081,0.7975,0.5233599162101745,0.74375
15,0.4428559955954552,0.79125,0.5154853108525276,0.74875
16,0.47503597676754,0.78625,0.4996842747926712,0.7525
17,0.38659266591072083,0.84,0.48546717047691346,0.7578125
18,0.47272623479366305,0.76125,0.4866896763443947,0.76875
19,0.3704065090417862,0.85375,0.48571026265621187,0.7559375
20,0.3682091391086578,0.85,0.46749625861644745,0.7671875
21,0.35742002055048944,0.85875,0.44799842208623886,0.78875
22,0.3415489333868027,0.86,0.45045872002840043,0.7821875
23,0.8922039604187012,0.615,0.4315901988744736,0.798125
24,0.546304320693016,0.74,0.4388356140255928,0.7928125
25,0.3511709907650948,0.84625,0.4274125124514103,0.7990625
26,0.4174143597483635,0.83375,0.4243490034341812,0.801875
27,0.29972309827804566,0.87375,0.4131649427115917,0.8040625
28,0.2973022970557213,0.87,0.40459681048989293,0.8159375
29,0.313286699950695,0.86,0.3999344761669636,0.8128125
30,0.33944082736968995,0.85375,0.39308995962142945,0.8246875
31,0.2754904308915138,0.8825,0.39176510989665986,0.8225
32,0.2772514055669308,0.88875,0.3777965779602528,0.8209375
33,0.360288959145546,0.84625,0.37027860030531884,0.835625
34,0.3458295930922031,0.85375,0.354278028011322,0.840625
35,0.3274615378677845,0.865,0.3628926205635071,0.8353125
36,0.2823411773145199,0.885,0.358422295153141,0.8425
37,0.34752043381333353,0.8625,0.35330192372202873,0.84
38,0.260527361407876,0.895,0.34651387616991997,0.839375
39,0.27996809214353563,0.88625,0.3479411642253399,0.8559375
40,0.24667417660355567,0.89,0.33856077879667285,0.8528125
41,0.289586793333292,0.87125,0.32919167578220365,0.8609375
42,0.25598692037165166,0.8875,0.3231247818470001,0.859375
43,0.31511113315820694,0.875,0.3240448722243309,0.859375
44,0.26946047976613047,0.89375,0.3248083993792534,0.86
45,0.2734159864485264,0.88625,0.30985215201973915,0.864375
46,0.27079959467053416,0.895,0.3010150219500065,0.8628125
47,0.2386731706559658,0.905,0.30909260116517545,0.8621875
48,0.2519453138113022,0.9025,0.30692964911460874,0.866875
49,0.28727806493639946,0.88625,0.29682931005954744,0.8684375
50,0.29644162774085997,0.8875,0.3002541783452034,0.865625
51,0.21270746938884258,0.90875,0.28953961074352264,0.8765625
52,0.2869641174376011,0.895,0.27693859227001666,0.8803125
53,0.4448294623196125,0.8225,0.28304246455430987,0.8684375
54,0.28253053858876226,0.90125,0.28880094915628435,0.8746875
55,0.28274028733372686,0.8875,0.2848333127051592,0.8753125
56,0.255660784766078,0.9025,0.275232865139842,0.8815625
57,0.312922552973032,0.89,0.26695443235337735,0.8871875
58,0.22220262445509434,0.915,0.2732153541594744,0.8815625
59,0.25897337064146997,0.90375,0.26143279023468496,0.889375
60,0.26819825410842896,0.9025,0.2629874047636986,0.89125
61,0.38925161585211754,0.8775,0.26957413330674174,0.8834375
62,0.25375608131289484,0.9075,0.26369259022176267,0.8890625
63,0.25254441864788535,0.9075,0.2493648051470518,0.8928125
64,0.210267523676157,0.91,0.25020432136952875,0.8909375
65,0.3082657080888748,0.88875,0.24680584773421288,0.8984375
66,0.5559486547112464,0.8,0.2563940804451704,0.8946875
67,0.27511195063591004,0.89875,0.24721365962177516,0.8946875
68,0.28858116835355757,0.89875,0.2512254772335291,0.8975
69,0.3241876393556595,0.8875,0.24772255398333073,0.893125
70,0.20092573672533035,0.91625,0.23885717302560805,0.8978125
71,0.19649585112929344,0.92375,0.24410222180187702,0.899375
72,0.5490940207242966,0.79875,0.25351778857409957,0.8903125
73,0.26516828589141367,0.8925,0.2384926015883684,0.896875
74,0.20774749606847764,0.92125,0.23904708690941334,0.896875
75,0.20711018554866314,0.9225,0.23083534568548203,0.90125
76,0.29739452939480543,0.89375,0.2253215903043747,0.9053125
77,0.20059096857905387,0.92875,0.2303343874029815,0.9015625
78,0.24751414030790328,0.90875,0.22129852179437876,0.90875
79,0.24393077775835992,0.9125,0.2214463508501649,0.90625
80,0.39473130136728285,0.86125,0.23431339532136916,0.9021875
81,0.24903094165027143,0.91875,0.21260628648102284,0.913125
82,0.3788506345450878,0.87,0.22000351384282113,0.9075
83,0.2901823717355728,0.90125,0.2111812850087881,0.9125
84,0.2262702839821577,0.92125,0.21245169673115016,0.909375
85,0.2704709564894438,0.9125,0.20057245794683695,0.9171875
86,0.1933138631284237,0.93375,0.21728305228054523,0.90875
87,0.24260550163686276,0.915,0.2110725386813283,0.9134375
88,0.2119043405726552,0.93,0.2135348029434681,0.9121875
89,0.18457345012575388,0.93875,0.19283376079052686,0.9234375
90,0.26596149265766145,0.9125,0.20418666772544383,0.9125
91,0.20222320452332496,0.935,0.20745159562677146,0.913125
92,0.2757075795531273,0.91875,0.20260325275361538,0.9178125
93,0.2895652176067233,0.91,0.19579665578901767,0.9203125
94,0.34068634927272795,0.89375,0.19460224613547325,0.92125
95,0.21094276467338205,0.9325,0.20814445115625857,0.9146875
96,0.22585613626986742,0.9175,0.20594284936785698,0.914375
97,0.22364437617361546,0.9325,0.20764354776591062,0.914375
98,0.42244342545047403,0.875,0.18690659552812577,0.9209375
99,0.20472988387569785,0.9325,0.19772369615733623,0.923125
